tušilović|34|tušilović
tušilović|36b|tušilović
tušilović|36a|tušilović
tušilović|82|tušilović
tušilović|88|tušilović
tušilović|90|tušilović
tušilović|90f|tušilović
tušilović|47b|tušilović
tušilović|48a|tušilović
tušilović|48e|tušilović
tušilović|57|tušilović
tušilović|58|tušilović
tušilović|55a|tušilović
tušilović|43|tušilović
tušilović|43c|tušilović
tušilović|45b|tušilović
novi novaki|42|karlovac
novi novaki|44|karlovac
novi novaki|99|karlovac
novi novaki|97|karlovac
novi novaki|95|karlovac
novi novaki|93|karlovac
novi novaki|91|karlovac
novi novaki|40a|karlovac
novi novaki|38a|karlovac
novi novaki|36b|karlovac
novi novaki|36a|karlovac
novi novaki|39|karlovac
novi novaki|39a|karlovac
novi novaki|28|karlovac
novi novaki|30|karlovac
novi novaki|101|karlovac
novi novaki|50|karlovac
novi novaki|52|karlovac
novi novaki|46|karlovac
novi novaki|58|karlovac
novi novaki|60|karlovac
novo selo|80|novo selo
boševci|1b|boševci
zagrad - gaj|5|karlovac
dubovac|23|karlovac
zagrad - gaj|9a|karlovac
zagrad - gaj|9|karlovac
lucijanići-palajse|6|karlovac
lucijanići-palajse|3|karlovac
gornje stative|53|gornje stative
gornje stative|56|gornje stative
strmački dol|14|karlovac
strmački dol|16|karlovac
strmački dol|26|karlovac
strmački dol|10|karlovac
strmački dol|6|karlovac
strmački dol|8|karlovac
luščić|59|karlovac
zagrad|7a|karlovac
primorska|39|karlovac
frana supila|5|karlovac
frana supila|3|karlovac
frana supila|3a|karlovac
frana supila|1|karlovac
frana supila|7|karlovac
frana supila|9|karlovac
frana supila|11|karlovac
frana supila|13|karlovac
ruđera boškovića|23|karlovac
ruđera boškovića|35|karlovac
ruđera boškovića|33|karlovac
ruđera boškovića|31|karlovac
ruđera boškovića|29|karlovac
ruđera boškovića|27|karlovac
ruđera boškovića|25|karlovac
frana supila|19|karlovac
frana supila|17|karlovac
frana supila|15|karlovac
ruđera boškovića|24|karlovac
ruđera boškovića|26|karlovac
ruđera boškovića|28|karlovac
ruđera boškovića|30|karlovac
ruđera boškovića|39|karlovac
ruđera boškovića|37|karlovac
ruđera boškovića|34|karlovac
ruđera boškovića|32|karlovac
marmontova aleja|30|karlovac
marmontova aleja|30a|karlovac
marmontova aleja|28|karlovac
marmontova aleja|49|karlovac
marmontova aleja|47|karlovac
marmontova aleja|51|karlovac
marmontova aleja|53|karlovac
marmontova aleja|53a|karlovac
marmontova aleja|30b|karlovac
kupska|4|karlovac
kupska|2|karlovac
marmontova aleja|57|karlovac
marmontova aleja|57a|karlovac
marmontova aleja|59a|karlovac
marmontova aleja|59|karlovac
marmontova aleja|61|karlovac
marmontova aleja|63|karlovac
dubovac|1|karlovac
kupska|5|karlovac
matije jurja šporera|22|karlovac
matije jurja šporera|20|karlovac
matije jurja šporera|18|karlovac
matije jurja šporera|16|karlovac
matije jurja šporera|14|karlovac
matije jurja šporera|12|karlovac
matije jurja šporera|11b|karlovac
matije jurja šporera|11a|karlovac
matije jurja šporera|10|karlovac
matije jurja šporera|13|karlovac
matije jurja šporera|13a|karlovac
matije jurja šporera|15|karlovac
matije jurja šporera|8a|karlovac
matije jurja šporera|8|karlovac
matije jurja šporera|11|karlovac
matije jurja šporera|9a|karlovac
matije jurja šporera|9|karlovac
matije jurja šporera|7|karlovac
matije jurja šporera|5|karlovac
matije jurja šporera|3|karlovac
dubovac|16a|karlovac
dubovac|18|karlovac
dubovac|16|karlovac
dubovac|14|karlovac
matije jurja šporera|1|karlovac
dubovac|12a|karlovac
matije jurja šporera|2|karlovac
matije jurja šporera|4|karlovac
matije jurja šporera|4a|karlovac
matije jurja šporera|6|karlovac
dubovac|12|karlovac
dubovac|19|karlovac
ljubljanska|10|karlovac
ljubljanska|12|karlovac
ljubljanska|16|karlovac
ljubljanska|20|karlovac
ljubljanska|22|karlovac
ljubljanska|9|karlovac
ljubljanska|7|karlovac
ljubljanska|34|karlovac
ljubljanska|32|karlovac
ljubljanska|30|karlovac
ljubljanska|28|karlovac
ljubljanska|26|karlovac
ljubljanska|24a|karlovac
ljubljanska|49|karlovac
ljubljanska|47|karlovac
ljubljanska|45|karlovac
ljubljanska|43|karlovac
ljubljanska|41|karlovac
ljubljanska|39|karlovac
žumberačka|2|karlovac
ljubljanska|24|karlovac
žumberačka|10|karlovac
stjepana seljana|1|karlovac
stjepana seljana|1a|karlovac
stjepana seljana|5|karlovac
stjepana seljana|3|karlovac
borlin|16|karlovac
borlin|12|karlovac
borlin|10|karlovac
borlin|8|karlovac
borlin|18|karlovac
stjepana seljana|2|karlovac
vladimira bogovića|3|karlovac
vladimira bogovića|1|karlovac
žumberačka|11|karlovac
žumberačka|9|karlovac
žumberačka|7|karlovac
žumberačka|18|karlovac
žumberačka|16|karlovac
žumberačka|14|karlovac
žumberačka|12|karlovac
žumberačka|22|karlovac
žumberačka|20|karlovac
žumberačka|5|karlovac
žumberačka|3|karlovac
mirka seljana|1|karlovac
vladimira bogovića|7|karlovac
vladimira bogovića|5|karlovac
vladimira bogovića|8|karlovac
vladimira bogovića|6|karlovac
žumberačka|17|karlovac
žumberačka|15|karlovac
vladimira bogovića|19|karlovac
vladimira bogovića|17|karlovac
stjepana seljana|18|karlovac
stjepana seljana|20|karlovac
stjepana seljana|26|karlovac
vladimira bogovića|25|karlovac
vladimira bogovića|27|karlovac
vladimira bogovića|23|karlovac
vladimira bogovića|21|karlovac
stjepana seljana|31|karlovac
stjepana seljana|29|karlovac
stjepana seljana|27|karlovac
stjepana seljana|37|karlovac
stjepana seljana|39|karlovac
stjepana seljana|41|karlovac
borlin|30|karlovac
borlin|36|karlovac
borlin|40|karlovac
borlin|38|karlovac
borlin|48|karlovac
borlin|46|karlovac
borlin|52|karlovac
borlin|54|karlovac
stjepana seljana|47|karlovac
stjepana seljana|45|karlovac
stjepana seljana|43|karlovac
borlin|72|karlovac
gradišćanska ulica|2|karlovac
stjepana seljana|61|karlovac
gradišćanska ulica|4|karlovac
borlin|66|karlovac
vladimira bogovića|24|karlovac
vladimira bogovića|37|karlovac
vladimira bogovića|35|karlovac
vladimira bogovića|33|karlovac
stjepana seljana|38|karlovac
stjepana seljana|40|karlovac
stjepana seljana|42|karlovac
borlin|78|karlovac
borlin|84|karlovac
borlin|86|karlovac
borlin|88|karlovac
borlin|82|karlovac
borlin|80|karlovac
mirka seljana|50|karlovac
mirka seljana|46|karlovac
mirka seljana|44|karlovac
mirka seljana|42|karlovac
mirka seljana|40|karlovac
mirka seljana|45|karlovac
mirka seljana|47|karlovac
danijela grčića|8|karlovac
danijela grčića|6|karlovac
danijela grčića|1|karlovac
danijela grčića|4|karlovac
danijela grčića|2|karlovac
brune bušića|13|karlovac
brune bušića|28|karlovac
mirka seljana|11f|karlovac
mirka seljana|11e|karlovac
mirka seljana|11d|karlovac
mirka seljana|11c|karlovac
mirka seljana|11b|karlovac
brune bušića|6|karlovac
mirka seljana|17|karlovac
mirka seljana|19|karlovac
mirka seljana|21|karlovac
mirka seljana|23|karlovac
mirka seljana|25|karlovac
mirka seljana|27|karlovac
brune bušića|7|karlovac
mirka seljana|29|karlovac
mirka seljana|31|karlovac
mirka seljana|33|karlovac
mirka seljana|35|karlovac
mirka seljana|24|karlovac
mirka seljana|22|karlovac
mirka seljana|26|karlovac
mirka seljana|28|karlovac
mirka seljana|30|karlovac
mirka seljana|32|karlovac
mirka seljana|34|karlovac
mirka seljana|36|karlovac
mirka seljana|18|karlovac
mirka seljana|20|karlovac
danijela grčića|22|karlovac
danijela grčića|12|karlovac
danijela grčića|14|karlovac
danijela grčića|10a|karlovac
mirka seljana|53|karlovac
mirka seljana|55|karlovac
mirka seljana|57|karlovac
danijela grčića|10|karlovac
danijela grčića|11|karlovac
danijela grčića|9|karlovac
mirka seljana|51|karlovac
danijela grčića|8a|karlovac
brune bušića|19|karlovac
brune bušića|26|karlovac
mirka seljana|39|karlovac
mirka seljana|41|karlovac
žumberačka|38|karlovac
žumberačka|36|karlovac
žumberačka|32|karlovac
žumberačka|30|karlovac
žumberačka|28a|karlovac
žumberačka|28|karlovac
žumberačka|26|karlovac
žumberačka|24|karlovac
žumberačka|22a|karlovac
brune bušića|1|karlovac
žumberačka|34|karlovac
mirka seljana|11a|karlovac
mirka seljana|11|karlovac
mirka seljana|13|karlovac
mirka seljana|15|karlovac
mirka seljana|8a|karlovac
mirka seljana|8|karlovac
brune bušića|2|karlovac
mirka seljana|2|karlovac
mirka seljana|2a|karlovac
mirka seljana|10|karlovac
mirka seljana|12|karlovac
mirka seljana|14|karlovac
mirka seljana|16|karlovac
žumberačka|31|karlovac
žumberačka|48b|karlovac
žumberačka|48a|karlovac
mirka seljana|84|karlovac
mirka seljana|82|karlovac
mirka seljana|81|karlovac
danijela grčića|20|karlovac
mirka seljana|59|karlovac
žumberačka|19d|karlovac
žumberačka|19c|karlovac
žumberačka|19b|karlovac
žumberačka|19a|karlovac
žumberačka|17d|karlovac
žumberačka|17c|karlovac
žumberačka|17b|karlovac
žumberačka|17a|karlovac
bunjevačka ulica|26|karlovac
bunjevačka ulica|24|karlovac
bunjevačka ulica|22|karlovac
bunjevačka ulica|13|karlovac
bunjevačka ulica|11|karlovac
bunjevačka ulica|9|karlovac
gradišćanska ulica|18|karlovac
bunjevačka ulica|28|karlovac
žumberačka|21a|karlovac
žumberačka|25a|karlovac
žumberačka|25b|karlovac
žumberačka|23|karlovac
žumberačka|25|karlovac
žumberačka|27|karlovac
žumberačka|44|karlovac
žumberačka|42|karlovac
žumberačka|21|karlovac
žumberačka|40|karlovac
gradišćanska ulica|10|karlovac
gradišćanska ulica|12|karlovac
gradišćanska ulica|14|karlovac
bunjevačka ulica|1|karlovac
bunjevačka ulica|3|karlovac
bunjevačka ulica|5|karlovac
bunjevačka ulica|7|karlovac
vladimira bogovića|15|karlovac
vladimira bogovića|13|karlovac
vladimira bogovića|11|karlovac
vladimira bogovića|9|karlovac
bunjevačka ulica|4|karlovac
bunjevačka ulica|6|karlovac
bunjevačka ulica|8|karlovac
bunjevačka ulica|10|karlovac
bunjevačka ulica|12|karlovac
bunjevačka ulica|14|karlovac
bunjevačka ulica|16|karlovac
bunjevačka ulica|18|karlovac
vladimira bogovića|10|karlovac
vladimira bogovića|12|karlovac
vladimira bogovića|14|karlovac
vladimira bogovića|16|karlovac
vladimira bogovića|18|karlovac
vladimira bogovića|20|karlovac
vladimira bogovića|22|karlovac
žumberačka|19|karlovac
gornje stative|24b|gornje stative
gornje stative|50d|gornje stative
gornje stative|71a|gornje stative
gornje stative|85|gornje stative
gornje stative|65d|gornje stative
gornje stative|63a|gornje stative
gornje stative|64|gornje stative
gornje stative|65|gornje stative
gornje stative|61c|gornje stative
gornje stative|61|gornje stative
mala jelsa|43|karlovac
mala jelsa|41|karlovac
mala jelsa|39|karlovac
mala jelsa|23|karlovac
mala jelsa|21|karlovac
mala jelsa|19|karlovac
grge tuškana|7|karlovac
radićeva ulica|24|mrežnički varoš
čamerovac|159c|čamerovac
čamerovac|158|čamerovac
mrežnički brig|48|mrežnički brig
drežnica|16a|drežnica
gorica|12|gorica
ulica radoslava lopašića|2/1|slunj
ilovac|20a|ilovac
liješće|14|liješće
turkovići|5b|turkovići ogulinski
belavići|107|belavići
belavići|111|belavići
belavići|111a|belavići
belavići|106|belavići
belavići|105|belavići
mostanje|49b|karlovac
donji zvečaj|10a|donji zvečaj
trg svetog jurja|11|duga resa
trg svetog jurja|15|duga resa
ključar|21|ključar
knežević kosa|22|knežević kosa
popović brdo|50b|popović brdo
borlin|92|karlovac
drežnik|77b|karlovac
mostanje|121|karlovac
jasenak|86b|jasenak
jaškovo|86|jaškovo
gornja glina|155|gornja glina
gornja glina|154|gornja glina
gornja glina|154a|gornja glina
lumbardenik|82|lumbardenik
slapno|11d|slapno
donji nikšić|25a|donji nikšić
donji nikšić|25b|donji nikšić
donje taborište|154|donje taborište
mrežničko dvorište|21|mrežničko dvorište
grandić breg|1p|grandić breg
donja trebinja|8|donja trebinja
ljudevita rossia|11|karlovac
gornja glina|172a|gornja glina
miroslava krleže|10|karlovac
puškarići|8|puškarići
krakar|10|drežnica
mrežnički brig|79b|mrežnički brig
rečica|81|rečica
salopek luke|113a|salopek luke
strmački dol|1|karlovac
dvorišće ozaljsko|2|dvorišće ozaljsko
donje taborište|144e/1|donje taborište
donje taborište|144e/2|donje taborište
donje taborište|144e/4|donje taborište
donje taborište|144e/3|donje taborište
podbrežje|122|podbrežje
donje mrzlo polje mrežničko|12b|donje mrzlo polje mrežničko
koranski brijeg|32|koranski brijeg
donje mrzlo polje mrežničko|135a|donje mrzlo polje mrežničko
mrežnički brig|1|mrežnički brig
mrežnički brig|2|mrežnički brig
sjeničak lasinjski|154|sjeničak lasinjski
mrežnički novaki|5d|mrežnički novaki
ulica augusta šenoe|33|ozalj
kuzma perjasička|8a|kuzma perjasička
banska selnica|66|banska selnica
gornje zagorje|9|gornje zagorje
svinica krstinjska|60|svinica krstinjska
gornja švarča|4|karlovac
udbinja|25a|udbinja
vrelo|117g|jasenak
gornji kremen|28|gornji kremen
gornji kremen|28a|gornji kremen
donja švarča|25a|karlovac
donja švarča|25b|karlovac
trošmarija|20|trošmarija
čamerovac|194|čamerovac
dojutrovica|6|dojutrovica
cvitović|42|cvitović
cvitović|45|cvitović
frankopanska|96a|duga resa
radićeva ulica|121a|mrežnički varoš
tomašnica|14b|tomašnica
tomašnica|14c|tomašnica
radatovići|3c|radatovići
munjasi|6|trošmarija
lović prekriški|63|lović prekriški
bošt|9a|bošt
otok oštarski|20|otok oštarijski
podbrežje|122a|podbrežje
mihalić selo|7b|mihalić selo
nazorova|4|vojnić
naselje tušmer|2|duga resa
naselje tušmer|4|duga resa
šetalište tušmer|15a|duga resa
vatrogasna cesta|7|karlovac
vojišnica|113b|vojišnica
radićeva ulica|83/1|mrežnički varoš
lemić brdo|2c|karlovac
mostanje|98b|karlovac
mihalić selo|5|mihalić selo
donji zvečaj|38|donji zvečaj
veljun|74|veljun
sveti petar mrežnički|18|sveti petar mrežnički
vrelo|165|jasenak
lović prekriški|3|lović prekriški
tomašnica|65a|tomašnica
žumberačka|42a|karlovac
puškarići|27|puškarići
slunjčica|151|slunjčica
ivana banjavčića|10|karlovac
grgura ninskog|1|karlovac
trg bana josipa jelačića|8|karlovac
josipa kraša|2|karlovac
franca prešerna|19a|karlovac
franca prešerna|19b|karlovac
franca prešerna|19|karlovac
frana krste frankopana|4a|karlovac
ivana šimunića|13|karlovac
vjekoslava karasa|2|karlovac
ivana šimunića|19|karlovac
ivana šimunića|21|karlovac
ivana šimunića|23|karlovac
ivana šimunića|10|karlovac
gornji cerovac|110c|gornji cerovac
gornji cerovac|110a|gornji cerovac
ljudevita rossia|13|karlovac
ljudevita rossia|20|karlovac
ljudevita rossia|18|karlovac
ljudevita rossia|16|karlovac
ljudevita rossia|14|karlovac
ljudevita rossia|12|karlovac
ljudevita rossia|10|karlovac
ljudevita rossia|8|karlovac
ljudevita rossia|15|karlovac
ljudevita rossia|17|karlovac
ljudevita rossia|19|karlovac
josipa schlossera|10|karlovac
skadarska|15|karlovac
skadarska|17|karlovac
skadarska|19|karlovac
skadarska|20|karlovac
skadarska|22|karlovac
skadarska|20a|karlovac
skadarska|20b|karlovac
bledska|47|karlovac
bledska|45|karlovac
bledska|43|karlovac
bledska|41|karlovac
bledska|39|karlovac
bledska|37|karlovac
bledska|40|karlovac
bledska|36|karlovac
bledska|34|karlovac
bledska|32|karlovac
bledska|30|karlovac
skadarska|30|karlovac
skadarska|28|karlovac
bledska|42|karlovac
bledska|44|karlovac
skadarska|26|karlovac
skadarska|35|karlovac
skadarska|37|karlovac
skadarska|39|karlovac
skadarska|41|karlovac
plitvička|7|karlovac
plitvička|9|karlovac
plitvička|11|karlovac
plitvička|10a|karlovac
plitvička|13|karlovac
plitvička|12|karlovac
plitvička|15|karlovac
plitvička|17|karlovac
plitvička|14|karlovac
bledska|28|karlovac
bledska|26|karlovac
bledska|24|karlovac
bledska|35|karlovac
skadarska|32|karlovac
bledska|33|karlovac
ohridska|4|karlovac
bledska|20|karlovac
ohridska|8|karlovac
ohridska|2|karlovac
plitvička|16|karlovac
plitvička|19|karlovac
donja švarča|138|karlovac
ohridska|2a|karlovac
ohridska|3|karlovac
bledska|18|karlovac
bledska|16|karlovac
dojranska|9|karlovac
ohridska|1|karlovac
dojranska|15|karlovac
donja švarča|140a|karlovac
dojranska|22|karlovac
dojranska|20|karlovac
dojranska|18|karlovac
dojranska|8|karlovac
skadarska|29|karlovac
skadarska|29a|karlovac
skadarska|31|karlovac
skadarska|33|karlovac
jamadolska|33|karlovac
jamadolska|31|karlovac
jamadolska|29a|karlovac
jamadolska|27|karlovac
jamadolska|29|karlovac
jamadolska|25|karlovac
plitvička|8|karlovac
plitvička|10|karlovac
jamadolska|21|karlovac
jamadolska|19|karlovac
plitvička|2|karlovac
plitvička|1|karlovac
plitvička|3|karlovac
plitvička|5|karlovac
plitvička|4|karlovac
jamadolska|23|karlovac
bakarska|23|karlovac
splitska|3|karlovac
bakarska|21|karlovac
bakarska|18|karlovac
bakarska|19|karlovac
bakarska|16|karlovac
bakarska|17|karlovac
bakarska|14|karlovac
bakarska|15|karlovac
bakarska|12|karlovac
bakarska|13|karlovac
bakarska|10|karlovac
splitska|13b|karlovac
bakarska|9|karlovac
bakarska|8|karlovac
bakarska|6|karlovac
bakarska|4|karlovac
bakarska|2|karlovac
splitska|8|karlovac
sušačka|9|karlovac
sušačka|9a|karlovac
sušačka|3a|karlovac
primorska|9|karlovac
petra kružića|10|karlovac
petra kružića|8|karlovac
petra kružića|6|karlovac
petra kružića|4|karlovac
petra kružića|2|karlovac
petra kružića|12|karlovac
petra kružića|14|karlovac
petra kružića|16|karlovac
petra kružića|18|karlovac
matije gupca|3|karlovac
primorska|17a|karlovac
primorska|19|karlovac
matije gupca|5|karlovac
primorska|17|karlovac
primorska|15|karlovac
primorska|13|karlovac
primorska|27|karlovac
primorska|25|karlovac
primorska|23|karlovac
matije gupca|2|karlovac
primorska|29|karlovac
matije gupca|2a|karlovac
primorska|31|karlovac
primorska|33|karlovac
primorska|35|karlovac
primorska|37|karlovac
janka tomića|1|karlovac
janka tomića|3|karlovac
janka tomića|7|karlovac
janka tomića|5|karlovac
janka tomića|8|karlovac
janka tomića|6|karlovac
janka tomića|4|karlovac
janka tomića|2|karlovac
primorska|37a|karlovac
primorska|37b|karlovac
primorska|37c|karlovac
primorska|37d|karlovac
primorska|37e|karlovac
herte turze|1|karlovac
herte turze|3|karlovac
herte turze|5|karlovac
herte turze|7|karlovac
herte turze|9|karlovac
herte turze|11|karlovac
primorska|26|karlovac
primorska|28|karlovac
primorska|30|karlovac
primorska|32|karlovac
primorska|34|karlovac
primorska|36|karlovac
herte turze|13|karlovac
primorska|33a|karlovac
matije gupca|4a|karlovac
matije gupca|4|karlovac
matije gupca|6|karlovac
matije gupca|8|karlovac
eugena kvaternika|10|karlovac
eugena kvaternika|8|karlovac
eugena kvaternika|6|karlovac
eugena kvaternika|4|karlovac
eugena kvaternika|2|karlovac
marmontova aleja|21|karlovac
marmontova aleja|23|karlovac
marmontova aleja|23a|karlovac
marmontova aleja|25|karlovac
frana bulića|14|karlovac
frana bulića|12a|karlovac
frana bulića|12|karlovac
herte turze|2|karlovac
matije gupca|1|karlovac
matije gupca|7|karlovac
marmontova aleja|16|karlovac
marmontova aleja|12|karlovac
marmontova aleja|10|karlovac
marmontova aleja|8|karlovac
eugena kumičića|1|karlovac
eugena kumičića|5|karlovac
eugena kumičića|9|karlovac
eugena kumičića|13|karlovac
eugena kumičića|7|karlovac
marmontova aleja|14b|karlovac
marmontova aleja|14|karlovac
žorovica|4|karlovac
frana bulića|11|karlovac
frana bulića|9|karlovac
frana bulića|7|karlovac
ruđera boškovića|2|karlovac
primorska|7|karlovac
primorska|5|karlovac
primorska|3|karlovac
primorska|1|karlovac
dr. vladka mačeka|47|karlovac
silvija strahimira kranjčevića|2a|karlovac
silvija strahimira kranjčevića|3|karlovac
silvija strahimira kranjčevića|5|karlovac
silvija strahimira kranjčevića|2|karlovac
silvija strahimira kranjčevića|4|karlovac
silvija strahimira kranjčevića|9|karlovac
silvija strahimira kranjčevića|11|karlovac
silvija strahimira kranjčevića|13|karlovac
silvija strahimira kranjčevića|6|karlovac
silvija strahimira kranjčevića|8|karlovac
silvija strahimira kranjčevića|15|karlovac
silvija strahimira kranjčevića|17|karlovac
silvija strahimira kranjčevića|10|karlovac
silvija strahimira kranjčevića|19|karlovac
silvija strahimira kranjčevića|10a|karlovac
silvija strahimira kranjčevića|12|karlovac
silvija strahimira kranjčevića|14|karlovac
silvija strahimira kranjčevića|16|karlovac
silvija strahimira kranjčevića|21|karlovac
silvija strahimira kranjčevića|18|karlovac
silvija strahimira kranjčevića|20|karlovac
silvija strahimira kranjčevića|20a|karlovac
silvija strahimira kranjčevića|22|karlovac
silvija strahimira kranjčevića|24|karlovac
dr. vladka mačeka|45|karlovac
dr. vladka mačeka|43|karlovac
dr. vladka mačeka|37|karlovac
dr. vladka mačeka|39|karlovac
dr. vladka mačeka|35|karlovac
dr. vladka mačeka|33|karlovac
dr. vladka mačeka|31a|karlovac
dr. vladka mačeka|31|karlovac
dr. vladka mačeka|29|karlovac
dr. vladka mačeka|27|karlovac
dr. vladka mačeka|35a|karlovac
dr. vladka mačeka|35b|karlovac
dr. vladka mačeka|41|karlovac
dr. vladka mačeka|42|karlovac
dr. vladka mačeka|40|karlovac
dr. vladka mačeka|38|karlovac
dr. vladka mačeka|34|karlovac
dr. vladka mačeka|36a|karlovac
nikole tesle|1|karlovac
dr. vladka mačeka|36|karlovac
dr. vladka mačeka|44|karlovac
dr. vladka mačeka|30|karlovac
dr. vladka mačeka|28|karlovac
dr. vladka mačeka|26a|karlovac
dr. vladka mačeka|26|karlovac
dr. vladka mačeka|9|karlovac
dr. vladka mačeka|7|karlovac
dr. vladka mačeka|5|karlovac
dr. vladka mačeka|3|karlovac
dr. vladka mačeka|1|karlovac
vladimira nazora|2|karlovac
marmontova aleja|12a|karlovac
venac mrežnički|27|venac mrežnički
venac mrežnički|28|venac mrežnički
luščić|41e|karlovac
luščić|41d|karlovac
luščić|41c|karlovac
luščić|41b|karlovac
luščić|41a|karlovac
luščić|43c|karlovac
luščić|43b|karlovac
luščić|43a|karlovac
luščić|43|karlovac
luščić|39|karlovac
luščić|37c|karlovac
luščić|37b|karlovac
luščić|37a|karlovac
luščić|37|karlovac
luščić|35|karlovac
luščić|33|karlovac
ljudevita šestića|4|karlovac
ljudevita šestića|2|karlovac
ljudevita šestića|1|karlovac
ljudevita šestića|5|karlovac
ljudevita šestića|7|karlovac
jamadolska|2|karlovac
jamadolska|2b|karlovac
jamadolska|2a|karlovac
skopska|17a|karlovac
skopska|15d|karlovac
skopska|15|karlovac
skopska|15a|karlovac
skopska|15b|karlovac
skopska|15c|karlovac
senjska ulica|110a|karlovac
senjska ulica|110b|karlovac
skopska|13|karlovac
skopska|11|karlovac
skopska|9|karlovac
skopska|1|karlovac
skopska|3|karlovac
skopska|5|karlovac
skopska|7|karlovac
senjska ulica|106b|karlovac
senjska ulica|106a|karlovac
skopska|26|karlovac
skopska|24|karlovac
skopska|22|karlovac
skopska|20|karlovac
skopska|18|karlovac
skopska|16|karlovac
skopska|14|karlovac
skopska|12|karlovac
skopska|10|karlovac
skopska|8|karlovac
skopska|6|karlovac
skopska|4|karlovac
skopska|2|karlovac
andrije hebranga|7|karlovac
andrije hebranga|3|karlovac
andrije hebranga|5|karlovac
senjska ulica|63a|karlovac
senjska ulica|65|karlovac
kneza branimira|8|karlovac
kneza branimira|10|karlovac
kneza branimira|12|karlovac
kneza branimira|14|karlovac
kneza branimira|16|karlovac
kneza branimira|18|karlovac
kneza branimira|20|karlovac
kneza branimira|22|karlovac
kneza branimira|24|karlovac
kneza branimira|26|karlovac
kneza branimira|28|karlovac
kneza branimira|30|karlovac
kneza branimira|36|karlovac
kneza branimira|38|karlovac
senjska ulica|65a|karlovac
senjska ulica|67|karlovac
senjska ulica|67a|karlovac
senjska ulica|67b|karlovac
senjska ulica|69a|karlovac
kovačićevo brdo|15|karlovac
kovačićevo brdo|13|karlovac
kovačićevo brdo|11|karlovac
kovačićevo brdo|9|karlovac
kovačićevo brdo|7|karlovac
kovačićevo brdo|26|karlovac
kovačićevo brdo|24|karlovac
kovačićevo brdo|22|karlovac
kovačićevo brdo|20|karlovac
kovačićevo brdo|18|karlovac
kovačićevo brdo|16|karlovac
kovačićevo brdo|14|karlovac
kovačićevo brdo|12|karlovac
kovačićevo brdo|10|karlovac
kovačićevo brdo|8|karlovac
kovačićevo brdo|6|karlovac
kovačićevo brdo|4|karlovac
donja švarča|62|karlovac
donja švarča|35|karlovac
kovačićevo brdo|2|karlovac
donja švarča|33|karlovac
donja švarča|31|karlovac
donja švarča|29a|karlovac
donja švarča|60|karlovac
donja švarča|58|karlovac
donja švarča|29|karlovac
donja švarča|27c|karlovac
donja švarča|27a|karlovac
maksimilijana vrhovca|23|karlovac
maksimilijana vrhovca|21|karlovac
maksimilijana vrhovca|19|karlovac
maksimilijana vrhovca|17|karlovac
kneza trpimira|2|karlovac
kralja zvonimira|2|karlovac
kralja zvonimira|4|karlovac
kralja zvonimira|6|karlovac
kralja zvonimira|8|karlovac
kralja zvonimira|10|karlovac
kralja zvonimira|12|karlovac
kralja zvonimira|14|karlovac
kralja zvonimira|16|karlovac
kneza branimira|73|karlovac
kneza branimira|71|karlovac
kneza branimira|75|karlovac
kneza branimira|77|karlovac
kneza branimira|87|karlovac
kneza branimira|79|karlovac
kneza branimira|81|karlovac
kneza branimira|83|karlovac
kneza branimira|85|karlovac
dr. andrije štampara|2|karlovac
donja švarča|45|karlovac
donja švarča|47|karlovac
dr. andrije štampara|6|karlovac
dr. andrije štampara|4a|karlovac
donja švarča|49|karlovac
donja švarča|92|karlovac
donja švarča|94|karlovac
donja švarča|94a|karlovac
donja švarča|90|karlovac
donja švarča|88a|karlovac
donja švarča|88|karlovac
donja švarča|86|karlovac
donja švarča|84|karlovac
donja švarča|82|karlovac
donja švarča|80|karlovac
donja švarča|78b|karlovac
donja švarča|78|karlovac
senjska ulica|116|karlovac
senjska ulica|114|karlovac
senjska ulica|112|karlovac
senjska ulica|110d|karlovac
donja švarča|78a|karlovac
senjska ulica|114a|karlovac
senjska ulica|110c|karlovac
senjska ulica|69|karlovac
senjska ulica|71|karlovac
kovačićevo brdo|5|karlovac
senjska ulica|73|karlovac
kovačićevo brdo|1|karlovac
donja švarča|68|karlovac
jakšići|1|karlovac
jakšići|14|karlovac
jakšići|12|karlovac
jakšići|10|karlovac
jakšići|8|karlovac
jakšići|6|karlovac
jakšići|4|karlovac
jakšići|18a|karlovac
jakšići|18|karlovac
jakšići|7|karlovac
jakšići|8a|karlovac
jakšići|16|karlovac
jakšići|5|karlovac
jakšići|5a|karlovac
jakšići|18b|karlovac
jakšići|18c|karlovac
jakšići|18d|karlovac
jakšići|13a|karlovac
jakšići|13b|karlovac
jakšići|20b|karlovac
jakšići|20a|karlovac
jakšići|20g|karlovac
jakšići|20c|karlovac
jakšići|13|karlovac
jakšići|15|karlovac
jakšići|15a|karlovac
jakšići|17c|karlovac
jakšići|17|karlovac
jakšići|17a|karlovac
jakšići|17b|karlovac
jakšići|24b|karlovac
jakšići|20f|karlovac
jakšići|20e|karlovac
jakšići|20d|karlovac
donja švarča|70|karlovac
donja švarča|39|karlovac
donja švarča|41|karlovac
donja švarča|41a|karlovac
donja švarča|74|karlovac
donja švarča|72|karlovac
donja švarča|74a|karlovac
donja švarča|43|karlovac
donja švarča|76|karlovac
donja švarča|114|karlovac
donja švarča|116|karlovac
donja švarča|118|karlovac
